CNPJ;Data_da_Consulta;Razão Social;Nome Fantasia;Situação;Risco Calculado;Competência;CNAE Principal (Código);CNAE Principal (Descrição);CNAE Secundário 1 (Código);CNAE Secundário 1 (Descrição);CNAE Secundário 2 (Código);CNAE Secundário 2 (Descrição);CNAE Secundário 3 (Código);CNAE Secundário 3 (Descrição);CNAE Secundário 4 (Código);CNAE Secundário 4 (Descrição);CNAE Secundário 5 (Código);CNAE Secundário 5 (Descrição);CNAE Secundário 6 (Código);CNAE Secundário 6 (Descrição);CNAE Secundário 7 (Código);CNAE Secundário 7 (Descrição);CNAE Secundário 8 (Código);CNAE Secundário 8 (Descrição);CNAE Secundário 9 (Código);CNAE Secundário 9 (Descrição);CNAE Secundário 10 (Código);CNAE Secundário 10 (Descrição);CNAE Secundário 11 (Código);CNAE Secundário 11 (Descrição);CNAE Secundário 12 (Código);CNAE Secundário 12 (Descrição);CNAE Secundário 13 (Código);CNAE Secundário 13 (Descrição);CNAE Secundário 14 (Código);CNAE Secundário 14 (Descrição);CNAE Secundário 15 (Código);CNAE Secundário 15 (Descrição);CNAE Secundário 16 (Código);CNAE Secundário 16 (Descrição);CNAE Secundário 17 (Código);CNAE Secundário 17 (Descrição);CNAE Secundário 18 (Código);CNAE Secundário 18 (Descrição);CNAE Secundário 19 (Código);CNAE Secundário 19 (Descrição);CNAE Secundário 20 (Código);CNAE Secundário 20 (Descrição);CNAE Secundário 21 (Código);CNAE Secundário 21 (Descrição);CNAE Secundário 22 (Código);CNAE Secundário 22 (Descrição);CNAE Secundário 23 (Código);CNAE Secundário 23 (Descrição);CNAE Secundário 24 (Código);CNAE Secundário 24 (Descrição);CNAE Secundário 25 (Código);CNAE Secundário 25 (Descrição);CNAE Secundário 26 (Código);CNAE Secundário 26 (Descrição)
15830010000121;05/01/2026 06:40;15.830.010 FELIPE SCHIMITH WEBER;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;4930204;Transporte rodoviário de mudanças;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;4930203;Transporte rodoviário de produtos perigosos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42255797000118;05/01/2026 09:50;BUSCARIOLI TOPOGRAFIA LTDA;BUSCARIOLI TOPOGRAFIA;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;7119701;Serviços de cartografia, topografia e geodésia;7119799;Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37404774000198;05/01/2026 13:01;BRAVA DIESEL LTDA;BRAVA DIESEL;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4681802;Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42252022000199;05/01/2026 16:11;V. DA. S. ARCANJO DESENVOLVIMENTO DE SOFTWARE;DEFLVL LABS;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;6201501;Desenvolvimento de programas de computador sob encomenda;6202300;Desenvolvimento e licenciamento de programas de computador customizáveis;6203100;Desenvolvimento e licenciamento de programas de computador não-customizáveis;6204000;Consultoria em tecnologia da informação;6319400;Portais, provedores de conteúdo e outros serviços de informação na internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42596371000128;05/01/2026 19:22;SUSAN REHDER DA SILVA 07827548997;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;9602501;Cabeleireiros, manicure e pedicure;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42740963000171;05/01/2026 22:32;P. C. DE SOUZA E FULANETO LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4110700;Incorporação de empreendimentos imobiliários;6810201;Compra e venda de imóveis próprios;6810202;Aluguel de imóveis próprios;6810203;Loteamento de imóveis próprios;6821801;Corretagem na compra e venda e avaliação de imóveis;6821802;Corretagem no aluguel de imóveis;6822600;Gestão e administração da propriedade imobiliária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42690951000180;06/01/2026 01:43;DINAMITE REPRESENTACOES LTDA;DINAMITE REPRESENTACOES;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4619200;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;4679699;Comércio atacadista de materiais de construção em geral;4744099;Comércio varejista de materiais de construção em geral;8219999;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43567832000105;06/01/2026 04:54;WENDERSON LEITE BARBOSA 83230351991;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;5611204;Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento;4723700;Comércio varejista de bebidas;5612100;Serviços ambulantes de alimentação;5611203;Lanchonetes, casas de chá, de sucos e similares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43795235000120;06/01/2026 08:04;JESSICA DA SILVA DE MOURA DOS SANTOS 09791098921;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4520005;Serviços de lavagem, lubrificação e polimento de veículos automotores;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43850350000150;06/01/2026 11:15;CLINICA INTEGRAR TERAPIAS LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;8650003;Atividades de psicologia e psicanálise;8550302;Atividades de apoio à educação, exceto caixas escolares;8599699;Outras atividades de ensino não especificadas anteriormente;8650005;Atividades de terapia ocupacional;8650006;Atividades de fonoaudiologia;8650099;Atividades de profissionais da área de saúde não especificadas anteriormente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5245502005084;06/01/2026 14:25;MHNET TELECOMUNICACOES LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;6110801;Serviços de telefonia fixa comutada - STFC;4221904;Construção de estações e redes de telecomunicações;4221905;Manutenção de estações e redes de telecomunicações;4321500;Instalações elétricas;4649499;Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;4713004;Lojas de departamentos ou magazines, exceto lojas francas (Duty free);4752100;Comércio varejista especializado de equipamentos de telefonia e comunicação;6110803;Serviços de comunicação multimídia - SCM;6120501;Telefonia móvel celular;6141800;Operadoras de televisão por assinatura por cabo;6190601;Provedores de acesso às redes de comunicações;8020001;Atividades de monitoramento de sistemas de segurança eletrônico;8291100;Atividades de cobrança e informações cadastrais;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44559661000127;06/01/2026 17:36;ALMEIDA MUNCK LTDA;MUNCK & CONTAINER UMUARAMA;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4399104;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;4663000;"Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças";4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;5212500;Carga e descarga;7739099;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44597774000117;06/01/2026 20:46;JOAO PAULO DOS SANTOS SOARES 08049153932;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;5612100;Serviços ambulantes de alimentação;4723700;Comércio varejista de bebidas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31460411000193;06/01/2026 23:57;HELEN JESSICA DE OLIVEIRA 08938319997;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4781400;Comércio varejista de artigos do vestuário e acessórios;4789099;Comércio varejista de outros produtos não especificados anteriormente;4782201;Comércio varejista de calçados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45132662000153;07/01/2026 03:08;CASTRO WIEZEL CLINICA MEDICA LTDA;CLINICA SAUDE;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;8630503;Atividade médica ambulatorial restrita a consultas;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2995385002810;07/01/2026 06:18;PREVER SERVICOS POSTUMOS LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;6511102;Planos de auxílio-funeral;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45803089000162;07/01/2026 09:29;M.A. MARKETING AGENCIADO LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;7311400;Agências de publicidade;7319002;Promoção de vendas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45923450000194;07/01/2026 12:39;BUFAO TRANSPORTES LTDA;BUFAO TRANSPORTES;ATIVA;CONDICIONADO;MUNICÍPIO;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18223283000368;07/01/2026 15:50;ACOS FUTURA INDUSTRIA E COMERCIO LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;2330302;Fabricação de artefatos de cimento para uso na construção;2330305;Preparação de massa de concreto e argamassa para construção;2423702;Produção de laminados longos de aço, exceto tubos;2511000;Fabricação de estruturas metálicas;2532201;Produção de artefatos estampados de metal;2542000;Fabricação de artigos de serralheria, exceto esquadrias;2599399;Fabricação de outros produtos de metal não especificados anteriormente;2832100;Fabricação de equipamentos para irrigação agrícola;2833000;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;3314711;Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;4222702;Obras de irrigação;4292801;Montagem de estruturas metálicas;4321500;Instalações elétricas;4322301;Instalações hidráulicas, sanitárias e de gás;4329105;Tratamentos térmicos, acústicos ou de vibração;4679604;Comércio atacadista especializado de materiais de construção não especificados anteriormente;4685100;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;4744001;Comércio varejista de ferragens e ferramentas;4744004;Comércio varejista de cal, areia, pedra britada, tijolos e telhas;;;;;;;;;;;;;;
33771471000152;07/01/2026 19:00;JBF EDITORA & COMUNICACAO LTDA;PORTAL GROUP;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;7311400;Agências de publicidade;5823900;Edição integrada à impressão de revistas;5912099;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;7319003;Marketing direto;9001903;Produção de espetáculos de dança;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46437469000193;07/01/2026 22:11;GUSTAVO RISSATO ORNELLAS 12911970950;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;2542000;Fabricação de artigos de serralheria, exceto esquadrias;2512800;Fabricação de esquadrias de metal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45701300000136;08/01/2026 01:21;ADILSON FURQUIM ALVES;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;1091101;Fabricação de produtos de panificação industrial;4721102;Padaria e confeitaria com predominância de revenda;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;5611203;Lanchonetes, casas de chá, de sucos e similares;5620104;Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46818579000103;08/01/2026 04:32;E MOLINA TRANSPORTES LTDA;MOLINA TRANSPORTES;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4553380000142;08/01/2026 07:43;ESTOFADOS GRANDELLY LTDA;ESTOFADOS GRANDELLY;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;3101200;Fabricação de móveis com predominância de madeira;4649404;Comércio atacadista de móveis e artigos de colchoaria;4754701;Comércio varejista de móveis;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6922118000315;08/01/2026 10:53;FAVILLA NABHAN CONFECCOES LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4781400;Comércio varejista de artigos do vestuário e acessórios;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48698798000113;08/01/2026 14:04;FLAVIA H L DA MATA NUTRICAO LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;8650002;Atividades de profissionais da nutrição;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45396266000133;08/01/2026 17:14;ALPHA JEANS LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;1412601;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;1340599;Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário;1412602;Confecção, sob medida, de peças do vestuário, exceto roupas íntimas;1412603;Facção de peças do vestuário, exceto roupas íntimas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49259361000146;08/01/2026 20:25;49.259.361 ELIZABETE BEZERRA DA SILVA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;1412601;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49101436000166;08/01/2026 23:35;REVGOLD TINTAS E REVESTIMENTOS LTDA;REVGOLD TINTAS E REVESTIMENTOS;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;2071100;Fabricação de tintas, vernizes, esmaltes e lacas;4679601;Comércio atacadista de tintas, vernizes e similares;4741500;Comércio varejista de tintas e materiais para pintura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49642659000130;09/01/2026 02:46;BRANDAO JR PUBLICIDADE E JORNALISMO LTDA;BRANDAO JR PUBLICIDADE E JORNALISMO;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;6319400;Portais, provedores de conteúdo e outros serviços de informação na internet;5911102;Produção de filmes para publicidade;5920100;Atividades de gravação de som e de edição de música;7311400;Agências de publicidade;9002701;Atividades de artistas plásticos, jornalistas independentes e escritores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49961630000111;09/01/2026 05:57;CLEAN FOOD CONSULTORIA DE ALIMENTOS LTDA;CLEAN FOOD -CONSULTORIA DE ALIMENTOS E ASSESS. DE CAMPO;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;7120100;Testes e análises técnicas;6204000;Consultoria em tecnologia da informação;7490199;Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;8599604;Treinamento em desenvolvimento profissional e gerencial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50162183000110;09/01/2026 09:07;LOMALUB AUTOMOTIVO LTDA;LOMALUB AUTOMOTIVO;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4520005;Serviços de lavagem, lubrificação e polimento de veículos automotores;4520001;Serviços de manutenção e reparação mecânica de veículos automotores;4530703;Comércio a varejo de peças e acessórios novos para veículos automotores;4732600;Comércio varejista de lubrificantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50128706000101;09/01/2026 12:18;MERCADO SAVELLI LTDA;MERCADO SAVELLI;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;4721102;Padaria e confeitaria com predominância de revenda;4722901;Comércio varejista de carnes - açougues;4723700;Comércio varejista de bebidas;4729602;Comércio varejista de mercadorias em lojas de conveniência;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50336876000181;09/01/2026 15:28;P H SEMCHECHEN TRANSPORTES;;ATIVA;CONDICIONADO;MUNICÍPIO;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51018484000137;09/01/2026 18:39;FGC COBRANCA LTDA;FGC SOLUCOES;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;8291100;Atividades de cobrança e informações cadastrais;7711000;Locação de automóveis sem condutor;7739099;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;7810800;Seleção e agenciamento de mão-de-obra;8020001;Atividades de monitoramento de sistemas de segurança eletrônico;8111700;Serviços combinados para apoio a edifícios, exceto condomínios prediais;8121400;Limpeza em prédios e em domicílios;8129000;Atividades de limpeza não especificadas anteriormente;8299701;Medição de consumo de energia elétrica, gás e água;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48223174000140;09/01/2026 21:49;PENARIOL SOUZA ADMINISTRADORA DE BENS LTDA;PENARIOL SOUZA ADMINISTRADORA DE BENS;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;6462000;Holdings de instituições não-financeiras;6810201;Compra e venda de imóveis próprios;6810202;Aluguel de imóveis próprios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50166553000197;10/01/2026 01:00;SV SMART BUSINESS LTDA;SV SMART BUSINESS;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;8219999;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;4530702;Comércio por atacado de pneumáticos e câmaras-de-ar;4649404;Comércio atacadista de móveis e artigos de colchoaria;4651601;Comércio atacadista de equipamentos de informática;4652400;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;7020400;Atividades de consultoria em gestão empresarial;8291100;Atividades de cobrança e informações cadastrais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50811358000172;10/01/2026 04:11;CHACARA RECANTO PEROBAL LTDA;CHACARA RECANTO PEROBAL;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;8219999;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;6810201;Compra e venda de imóveis próprios;6822600;Gestão e administração da propriedade imobiliária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51054894000133;10/01/2026 07:21;CASA DE CARNES BOI NELORE LTDA;CASA DE CARNES BOI NELORE;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4722901;Comércio varejista de carnes - açougues;4729602;Comércio varejista de mercadorias em lojas de conveniência;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51291654000152;10/01/2026 10:32;EMPORIO DOS PRODUTOS NATURAIS, SUPLEMENTACAO E EMBALAGENS LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;4761003;Comércio varejista de artigos de papelaria;4789099;Comércio varejista de outros produtos não especificados anteriormente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33558028000289;10/01/2026 13:42;TOBIATAN AGRONEGOCIOS LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;151201;Criação de bovinos para corte;111302;Cultivo de milho;111399;Cultivo de outros cereais não especificados anteriormente;115600;Cultivo de soja;119906;Cultivo de mandioca;119999;Cultivo de outras plantas de lavoura temporária não especificadas anteriormente;151202;Criação de bovinos para leite;151203;Criação de bovinos, exceto para corte e leite;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2798067000149;10/01/2026 16:53;ECOLOGICA DISTRIBUIDORA DE COMBUSTIVEIS S.A.;ECOLOGICA DISTRIBUIDORA;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4681801;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR);4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;4930203;Transporte rodoviário de produtos perigosos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51741360000185;10/01/2026 20:03;BMG COLHEITAS DE GRAOS LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;161003;Serviço de preparação de terreno, cultivo e colheita;161099;Atividades de apoio à agricultura não especificadas anteriormente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51758067000120;10/01/2026 23:14;RS PROVEDOR DE INTERNET LTDA;VELOX + FIBRA;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;6190601;Provedores de acesso às redes de comunicações;4751201;Comércio varejista especializado de equipamentos e suprimentos de informática;6110803;Serviços de comunicação multimídia - SCM;6190602;Provedores de voz sobre protocolo Internet - VOIP;6209100;Suporte técnico, manutenção e outros serviços em tecnologia da informação;7739099;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;7740300;Gestão de ativos intangíveis não-financeiros;9511800;Reparação e manutenção de computadores e de equipamentos periféricos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51959323000148;11/01/2026 02:25;SPINELLI E DRUCIAK ADVOGADOS ASSOCIADOS;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;6911701;Serviços advocatícios;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20539750000143;11/01/2026 05:35;20.539.750 SAMUEL FULANETO VIEIRA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4399103;Obras de alvenaria;4742300;Comércio varejista de material elétrico;4321500;Instalação e manutenção elétrica;4322302;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;3329501;Serviços de montagem de móveis de qualquer material;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52268459000174;11/01/2026 08:46;OTICA E RELOJOARIA PEROBAL LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4774100;Comércio varejista de artigos de óptica;4783101;Comércio varejista de artigos de joalheria;4783102;Comércio varejista de artigos de relojoaria;4789001;Comércio varejista de suvenires, bijuterias e artesanatos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28386499000217;11/01/2026 11:56;URBAN - ASSESSORIA, CONSULTORIA E PROJETOS AMBIENTAIS LTDA;URBAN AMBIENTAL;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;8211300;Serviços combinados de escritório e apoio administrativo;230600;Atividades de apoio à produção florestal;3701100;Gestão de redes de esgoto;3811400;Coleta de resíduos não-perigosos;3821100;Tratamento e disposição de resíduos não-perigosos;4120400;Construção de edifícios;4213800;Obras de urbanização - ruas, praças e calçadas;4222701;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;4222702;Obras de irrigação;4312600;Perfurações e sondagens;4313400;Obras de terraplenagem;4322302;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;6920602;Atividades de consultoria e auditoria contábil e tributária;7020400;Atividades de consultoria em gestão empresarial;7112000;Serviços de engenharia;7119701;Serviços de cartografia, topografia e geodésia;7119703;Serviços de desenho técnico relacionados à arquitetura e engenharia;7119704;Serviços de perícia técnica relacionados à segurança do trabalho;7120100;Testes e análises técnicas;7490103;Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;7490199;Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;8219999;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;8299799;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;8550302;Atividades de apoio à educação, exceto caixas escolares;8630503;Atividade médica ambulatorial restrita a consultas;9603301;Gestão e manutenção de cemitérios;;
53595126000112;11/01/2026 15:07;ERON ELTON MESQUITA SOCIEDADE INDIVIDUAL DE ADVOCACIA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;6911701;Serviços advocatícios;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54346753000182;11/01/2026 18:17;BLOCKFORTE INDUSTRIA E COMERCIO LTDA;BLOCKFORTE;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;2330302;Fabricação de artefatos de cimento para uso na construção;2330305;Preparação de massa de concreto e argamassa para construção;2423702;Produção de laminados longos de aço, exceto tubos;2511000;Fabricação de estruturas metálicas;2532201;Produção de artefatos estampados de metal;2542000;Fabricação de artigos de serralheria, exceto esquadrias;2599399;Fabricação de outros produtos de metal não especificados anteriormente;2832100;Fabricação de equipamentos para irrigação agrícola;2833000;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;3314711;Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;4222702;Obras de irrigação;4292801;Montagem de estruturas metálicas;4321500;Instalações elétricas;4322301;Instalações hidráulicas, sanitárias e de gás;4329102;Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre;4679604;Comércio atacadista especializado de materiais de construção não especificados anteriormente;4685100;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;4744001;Comércio varejista de ferragens e ferramentas;4744004;Comércio varejista de cal, areia, pedra britada, tijolos e telhas;;;;;;;;;;;;;;
